Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
https://search.kemet.com/component-edge/download/datasheet/FYD0H223ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYD0H225ZF.jpg,399-17218-ND,FYD0H223ZF,KEMET,CAP SUPER .022F 5.5V RADIAL,0,0,"2.35000","0","1","Bulk","FYD","Active","22mF","-20%, +80%","5.5V","220 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.453"" Dia (11.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FYH0H223ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg,399-17221-ND,FYH0H223ZF,KEMET,CAP SUPER .022F 5.5V RADIAL,0,0,"2.35000","0","1","Bulk","FYH","Active","22mF","-20%, +80%","5.5V","200 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.453"" Dia (11.50mm)","0.276"" (7.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FS0H223ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg,399-17208-ND,FS0H223ZF,KEMET,CAP SUPER .022F 5.5V RADIAL,0,0,"2.38000","0","1","Bulk","FS","Active","22mF","-20%, +80%","5.5V","60 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.453"" Dia (11.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FS0H473ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg,399-17209-ND,FS0H473ZF,KEMET,CAP SUPER .047F 5.5V RADIAL,0,0,"2.38000","0","1","Bulk","FS","Active","47mF","-20%, +80%","5.5V","40 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FYH0H473ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg,399-17223-ND,FYH0H473ZF,KEMET,CAP SUPER .047F 5.5V RADIAL,0,0,"2.55000","0","1","Bulk","FYH","Active","47mF","-20%, +80%","5.5V","100 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.276"" (7.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FG0H224ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FG0H224ZF.jpg,399-17196-ND,FG0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"2.75000","0","1","Bulk","FG","Active","220mF","-20%, +80%","5.5V","100 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.354"" (9.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FYD0H224ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYD0H225ZF.jpg,399-17219-ND,FYD0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"3.32000","0","1","Bulk","FYD","Active","220mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.571"" Dia (14.50mm)","0.591"" (15.00mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCC-3.0V.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_SCC.jpg,478-11287-ND,SCCS30E106SRB,AVX Corporation,CAPACITOR 10F -10% +30% 3V T/H,435,0,"3.33000","0","1","Bulk","SCC","Active","10F","-10%, +30%","3V","50 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.217"" (5.50mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E475NF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17802-ND,HVZ0E475NF,KEMET,SUPERCAP 4.7F 30% 2.7V 5MM LEAD,0,0,"3.33000","0","1","Bulk","HVZ","Active","4.7F","±30%","2.7V","100 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCM.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_SCM.jpg,478-11692-ND,SCMR14C474MRBA0,AVX Corporation,CAPACITOR 470MF 20% 5V T/H,0,0,"3.57000","0","1","Bulk","SCM","Active","470mF","±20%","5V","300 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.610"" (15.50mm)","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/FR0H104ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FR_Series.jpg,399-17205-ND,FR0H104ZF,KEMET,CAP SUPER .1F 5.5V RADIAL,0,0,"3.60000","0","1","Bulk","FR","Active","100mF","-20%, +80%","5.5V","150 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.571"" Dia (14.50mm)","0.610"" (15.50mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FG0V155ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FG0V155ZF.jpg,399-17197-ND,FG0V155ZF,KEMET,CAP SUPER 1.5F 3.5V RADIAL,0,0,"3.72000","0","1","Bulk","FG","Active","1.5F","-20%, +80%","3.5V","65 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.650"" Dia (16.50mm)","0.551"" (14.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FYH0H104ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg,399-17220-ND,FYH0H104ZF,KEMET,CAP SUPER .1F 5.5V RADIAL,0,0,"3.72000","0","1","Bulk","FYH","Active","100mF","-20%, +80%","5.5V","50 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.650"" Dia (16.50mm)","0.295"" (7.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FGR0H474ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FGR0H474ZF.jpg,399-17198-ND,FGR0H474ZF,KEMET,CAP SUPER .47F 5.5V RADIAL,0,0,"3.81000","0","1","Bulk","FGR","Active","470mF","-20%, +80%","5.5V","120 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.571"" Dia (14.50mm)","0.709"" (18.00mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FYH0H224ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg,399-17222-ND,FYH0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"4.19000","0","1","Bulk","FYH","Active","220mF","-20%, +80%","5.5V","60 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.650"" Dia (16.50mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCM-6.0V.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_SCM.jpg,478-11300-ND,SCMR22F155MRBA0,AVX Corporation,CAPACITOR 1.5F 20% 5.5V T/H,0,0,"4.31000","0","1","Bulk","SCM","Active","1.5F","±20%","5.5V","200 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E106NF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17803-ND,HVZ0E106NF,KEMET,SUPERCAP 10F 30% 2.7V 5MM LEAD S,0,0,"4.38000","0","1","Bulk","HVZ","Active","10F","±30%","2.7V","100 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.457"" (37.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FR0H474ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FR_Series.jpg,399-17207-ND,FR0H474ZF,KEMET,CAP SUPER .47F 5.5V RADIAL,0,0,"5.06000","0","1","Bulk","FR","Active","470mF","-20%, +80%","5.5V","100 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.650"" Dia (16.50mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FR0H224ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FR_Series.jpg,399-17206-ND,FR0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"5.13000","0","1","Bulk","FR","Active","220mF","-20%, +80%","5.5V","180 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.571"" Dia (14.50mm)","0.827"" (21.00mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FYH0H474ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYH_Series.jpg,399-17224-ND,FYH0H474ZF,KEMET,CAP SUPER .47F 5.5V RADIAL,0,0,"5.13000","0","1","Bulk","FYH","Active","470mF","-20%, +80%","5.5V","35 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.394"" (10.00mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCM.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_SCM.jpg,478-11481-ND,SCMT32C755MRBA0,AVX Corporation,CAPACITOR 7.5F 20% 5V THRU HOLE,0,0,"5.92000","0","1","Bulk","SCM","Active","7.5F","±20%","5V","55 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","0.984"" L x 0.492"" W (25.00mm x 12.50mm)","1.319"" (33.50mm)","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E226NF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17804-ND,HVZ0E226NF,KEMET,SUPERCAP 22F 30% 2.7V 5MM LEAD S,0,0,"6.00000","0","1","Bulk","HVZ","Active","22F","±30%","2.7V","100 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.457"" (37.00mm)","-25°C ~ 60°C"
https://search.kemet.com/component-edge/download/datasheet/FA1A223ZF.pdf,-,399-17190-ND,FA1A223ZF,KEMET,CAP SUPER .022F 11V RADIAL,0,0,"6.10000","0","1","Bulk","FA","Active","22mF","-20%, +80%","11V","20 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.201"" (5.10mm)","0.630"" Dia (16.00mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FYD0H145ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYD0H225ZF.jpg,399-17217-ND,FYD0H145ZF,KEMET,CAP SUPER 1.4F 5.5V RADIAL,0,0,"6.35000","0","1","Bulk","FYD","Active","1.4F","-20%, +80%","5.5V","45 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.748"" (19.00mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FA0H104ZF.pdf,-,399-17185-ND,FA0H104ZF,KEMET,CAP SUPER .1F 5.5V RADIAL,0,0,"7.11000","0","1","Bulk","FA","Active","100mF","-20%, +80%","5.5V","8 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.299"" (7.60mm)","0.846"" Dia (21.50mm)","0.610"" (15.50mm)","-25°C ~ 70°C"
http://nichicon-us.com/english/products/pdfs/e-juk.pdf,//media.digikey.com/Photos/Nichicon%20Photos/MFG_EVerCAP-JUK-Series.jpg,493-16450-ND,JUK0E126MHD,Nichicon,CAP 12F 2.5V 20% THROUGH HOLE,0,0,"7.58000","0","1","Bulk","EVerCAP® JUK","Active","12F","±20%","2.5V","60 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-40°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Nesscap%20URL%20links/BMOD0002_P005_B02.pdf,//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BMOD0002-P005-B02.jpg,1182-1052-ND,BMOD0002 P005 B02,Maxwell Technologies Inc.,CAP EDLC 2.5F -10% +20% 5V T/H,0,0,"7.68000","0","1","Bulk","BM","Active","2.5F","-10%, +20%","5V","85 mOhm","-","PC Pins","Through Hole","Radial, Can","0.417"" (10.60mm)","0.846"" L x 0.472"" W (21.50mm x 12.00mm)","0.906"" (23.00mm)","-40°C ~ 65°C"
https://search.kemet.com/component-edge/download/datasheet/FE0H224ZF.pdf,-,399-17194-ND,FE0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"8.17000","0","1","Bulk","FE","Active","220mF","-20%, +80%","5.5V","3.5 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.299"" (7.60mm)","0.846"" Dia (21.50mm)","0.610"" (15.50mm)","-40°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FA0H224ZF.pdf,-,399-17187-ND,FA0H224ZF,KEMET,CAP SUPER .22F 5.5V RADIAL,0,0,"8.64000","0","1","Bulk","FA","Active","220mF","-20%, +80%","5.5V","5 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.402"" (10.20mm)","1.122"" Dia (28.50mm)","0.650"" (16.50mm)","-25°C ~ 70°C"
http://www.vishay.com/docs/28409/196hvc.pdf,-,4875PHBK-ND,MAL219690201E3,Vishay BC Components,CAPACITOR 45F -20% +80% 4.2V T/H,0,0,"9.54000","0","1","Tray","ENYCAP™ 196HVC","Active","45F","-20%, +80%","4.2V","750 mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Coin, Stacked Vertical","0.394"" (10.00mm)","0.984"" L x 0.295"" W (25.00mm x 7.50mm)","0.591"" (15.00mm)","-20°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FE0H474ZF.pdf,-,399-17195-ND,FE0H474ZF,KEMET,CAP SUPER .47F 5.5V RADIAL,0,0,"10.02000","0","1","Bulk","FE","Active","470mF","-20%, +80%","5.5V","1.8 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.402"" (10.20mm)","1.122"" Dia (28.50mm)","0.650"" (16.50mm)","-40°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E506NF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17799-ND,HVZ0E506NF,KEMET,SUPERCAP 50F 30% 2.5V 7.5MM LEAD,0,0,"10.35000","0","1","Bulk","HVZ","Active","50F","±30%","2.5V","50 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-25°C ~ 60°C"
https://search.kemet.com/component-edge/download/datasheet/FT0H225ZF.pdf,-,399-17214-ND,FT0H225ZF,KEMET,CAP SUPER 2.2F 5.5V RADIAL,0,0,"10.60000","0","1","Bulk","FT","Active","2.2F","-20%, +80%","5.5V","1.8 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","0.551"" (14.00mm)","-40°C ~ 85°C"
http://nichicon-us.com/english/products/pdfs/e-juk.pdf,//media.digikey.com/Photos/Nichicon%20Photos/MFG_EVerCAP-JUK-Series.jpg,493-16451-ND,JUK0E276MHD,Nichicon,CAP 27F 2.5V 20% THROUGH HOLE,0,0,"10.66000","0","1","Bulk","EVerCAP® JUK","Active","27F","±20%","2.5V","35 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10762-xt.pdf,-,283-4790-ND,XT3550-3R0287-R,Eaton,CAP EDLC 275F 3.0V SNAP IN,0,0,"11.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://search.kemet.com/component-edge/download/datasheet/FA1A104ZF.pdf,-,399-17189-ND,FA1A104ZF,KEMET,CAP SUPER .1F 11V RADIAL,0,0,"12.06000","0","1","Bulk","FA","Active","100mF","-20%, +80%","11V","8 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.402"" (10.20mm)","1.122"" Dia (28.50mm)","1.004"" (25.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10762-xt.pdf,-,283-4791-ND,XT3560-3R0377-R,Eaton,CAP EDLC 370F 3.0V SNAP IN,0,0,"12.60000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://search.kemet.com/component-edge/download/datasheet/FA0H474ZF.pdf,-,399-17188-ND,FA0H474ZF,KEMET,CAP SUPER .47F 5.5V RADIAL,0,0,"13.10000","0","1","Bulk","FA","Active","470mF","-20%, +80%","5.5V","3.5 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.591"" (15.00mm)","1.437"" Dia (36.50mm)","0.650"" (16.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FE0H105ZF.pdf,-,399-17193-ND,FE0H105ZF,KEMET,CAP SUPER 1F 5.5V RADIAL,0,0,"14.44000","0","1","Bulk","FE","Active","1F","-20%, +80%","5.5V","1 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.591"" (15.00mm)","1.437"" Dia (36.50mm)","0.728"" (18.50mm)","-40°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FA0H105ZF.pdf,-,399-17186-ND,FA0H105ZF,KEMET,CAP SUPER 1F 5.5V RADIAL,0,0,"15.40000","0","1","Bulk","FA","Active","1F","-20%, +80%","5.5V","2.5 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.787"" (20.00mm)","1.752"" Dia (44.50mm)","0.728"" (18.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FT0H335ZF.pdf,-,399-17215-ND,FT0H335ZF,KEMET,CAP SUPER 3.3F 5.5V RADIAL,0,0,"18.60000","0","1","Bulk","FT","Active","3.3F","-20%, +80%","5.5V","1 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.591"" (15.00mm)","1.437"" Dia (36.50mm)","0.591"" (15.00mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FS1A105ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg,399-17210-ND,FS1A105ZF,KEMET,CAP SUPER 1F 11V RADIAL,0,0,"19.00000","0","1","Bulk","FS","Active","1F","-20%, +80%","11V","7 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","1.240"" (31.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FA1A224ZF.pdf,-,399-17191-ND,FA1A224ZF,KEMET,CAP SUPER .22F 11V RADIAL,0,0,"19.57000","0","1","Bulk","FA","Active","220mF","-20%, +80%","11V","6 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.591"" (15.00mm)","1.437"" Dia (36.50mm)","1.083"" (27.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/FS1B105ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg,399-17212-ND,FS1B105ZF,KEMET,CAP SUPER 1F 12V RADIAL,0,0,"21.82000","0","1","Bulk","FS","Active","1F","-20%, +80%","12V","7.5 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.400"" (10.16mm)","1.122"" Dia (28.50mm)","1.496"" (38.00mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10762-xt.pdf,-,283-4792-ND,XT3585-3R0567-R,Eaton,CAP EDLC 555F 3.0V SNAP IN,0,0,"21.95000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://search.kemet.com/component-edge/download/datasheet/FT0H565ZF.pdf,-,399-17216-ND,FT0H565ZF,KEMET,CAP SUPER 5.6F 5.5V RADIAL,0,0,"26.22000","0","1","Bulk","FT","Active","5.6F","-20%, +80%","5.5V","600 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.787"" (20.00mm)","1.752"" Dia (44.50mm)","0.669"" (17.00mm)","-40°C ~ 85°C"
https://search.kemet.com/component-edge/download/datasheet/FA1A474ZF.pdf,-,399-17192-ND,FA1A474ZF,KEMET,CAP SUPER .47F 11V RADIAL,0,0,"28.50000","0","1","Bulk","FA","Active","470mF","-20%, +80%","11V","4 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.787"" (20.00mm)","1.752"" Dia (44.50mm)","1.122"" (28.50mm)","-25°C ~ 70°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E107NF-LT.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17805-ND,HVZ0E107NF-LT,KEMET,SUPERCAP 100F 30% 2.7V 10MM LEAD,0,0,"32.30000","0","1","Bulk","HVZ","Active","100F","±30%","2.7V","30 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
https://search.kemet.com/component-edge/download/datasheet/HVZ0E207NF-LT.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_HVZ0E.jpg,399-17806-ND,HVZ0E207NF-LT,KEMET,SUPERCAP 200F 30% 2.7V 10MM LEAD,0,0,"47.70000","0","1","Bulk","HVZ","Active","200F","±30%","2.7V","30 mOhm @ 1kHz","-","PC Pins","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
https://search.kemet.com/component-edge/download/datasheet/FS1B505ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/MFG_FS_Series.jpg,399-17213-ND,FS1B505ZF,KEMET,CAP SUPER 5F 12V RADIAL,0,0,"62.40000","0","1","Bulk","FS","Active","5F","-20%, +80%","12V","4 Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.787"" (20.00mm)","1.764"" Dia (44.80mm)","2.362"" (60.00mm)","-25°C ~ 70°C"
http://www.illinoiscapacitor.com/pdf/seriesDocuments/DER%20series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG,105DER2R5SFN-ND,105DER2R5SFN,Illinois Capacitor,"CAP 1F -20%, +50% 2.5V T/H",0,0,"0.33023","0","12000","Bulk","DER","Active","1F","-20%, +50%","2.5V","500 mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
http://www.illinoiscapacitor.com/pdf/seriesDocuments/DER%20series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG,205DER2R5SFQ-ND,205DER2R5SFQ,Illinois Capacitor,"CAP 2F -20%, +50% 2.5V T/H",0,0,"0.44880","0","12000","Bulk","DER","Active","2F","-20%, +50%","2.5V","350 mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.689"" (17.50mm)","-25°C ~ 70°C"
http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_Rad_lytic_black.jpg,205DCN2R7S-ND,205DCN2R7S,Illinois Capacitor,CAPACITOR 2F -20% +50% 2.7V T/H,0,0,"0.47115","0","6000","Bulk","DCN","Active","2F","-20%, +50%","2.7V","280 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.689"" (17.50mm)","-40°C ~ 60°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dc_e.pdf,//media.digikey.com/photos/Elna%20America%20Photos/DC-2R5E204T614-E.JPG,DC-2R5E404T-E-ND,DC-2R5E404T-E,Elna America,CAP COIN CELL 0.4F  2.5V,0,0,"0.49665","0","1000","Tray","DC","Active","400mF","-20%, +80%","2.5V","100 Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Thin Terminals - Same Sides","0.079"" (2.00mm)","0.268"" Dia (6.80mm)","0.102"" (2.60mm)","-25°C ~ 70°C"
http://www.illinoiscapacitor.com/pdf/seriesDocuments/DER%20series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG,305DER2R5SFU-ND,305DER2R5SFU,Illinois Capacitor,"CAP 3F -20%, +50% 2.5V T/H",0,0,"0.52650","0","6000","Bulk","DER","Active","3F","-20%, +50%","2.5V","200 mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Illinois%20Cap/305DER2R5SFJG_Spec.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_Rad_lytic_black.jpg,305DER2R5SFJG-ND,305DER2R5SFJG,Illinois Capacitor,"CAP 3F -20%, +50% 2.5V TH",0,0,"0.52650","0","6000","Bulk","DER","Active","3F","-20%, +50%","2.5V","160 mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-25°C ~ 70°C"
http://datasheets.avx.com/AVX-SCC-LE.pdf,-,SCCR20B335SRBLE-ND,SCCR20B335SRBLE,AVX Corporation,CAPACITOR 3.3F 2.7V T/H,0,0,"0.60000","0","1600","Bulk","SCC LE","Active","3.3F","-10%, +30%","2.7V","45 mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.118"" (3.00mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
